knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K19427	276.03	domain	all	0.909196	76	60	544	344	2.27	0.591	glycosyltransferase EpsJ [EC:2.4.-.-]
K19428	349.77	full	all	0.950794	62	33	284	205	0.70	0.589	sugar transferase EpsL [EC:2.-.-.-]
K19429	224.33	full	all	0.985180	162	139	320	214	1.63	0.589	acetyltransferase EpsM [EC:2.3.1.-]
K19430	560.93	full	all	0.995238	239	211	477	384	0.81	0.589	pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-]
K19431	458.67	full	all	1.000000	80	56	361	325	0.74	0.590	pyruvyl transferase EpsO [EC:2.-.-.-]
K19432	64.37	full	all	0.718182	85	40	108	55	3.27	1.010	anti-repressor of SlrR
K19433	178.53	full	all	0.989899	70	51	325	252	1.43	0.590	TasA anchoring/assembly protein
K19434	1018.23	full	all	1.000000	10	10	964	843	0.78	0.589	Simplexvirus envelope glycoprotein H
K19435	270.83	full	all	1.000000	8	8	308	236	0.77	0.591	Simplexvirus envelope glycoprotein L
K19436	716.23	full	all	1.000000	12	7	968	778	0.69	0.588	Simplexvirus E3 ubiquitin-protein ligase ICP0
K19437	203.13	full	all	1.000000	10	5	423	273	0.69	0.587	Simplexvirus neurovirulence factor ICP34.5
K19438	70.40	domain	all	0.933333	6	6	209	159	0.77	0.591	Simplexvirus RNA-binding protein
K19439	546.57	full	all	1.000000	11	11	864	487	0.78	0.590	Simplexvirus serine/threonine-protein kinase US3 [EC:2.7.11.1]
K19440	721.53	full	all	1.000000	11	11	651	519	0.71	0.589	Simplexvirus serine/threonine-protein kinase UL13 [EC:2.7.11.1]
K19441	399.50	full	all	1.000000	7	7	514	414	0.80	0.592	Simplexvirus transcriptional regulator ICP22
K19442	2114.40	full	all	1.000000	17	17	1357	1197	0.52	0.586	Simplexvirus major DNA-binding protein
K19443	503.60	full	all	1.000000	11	11	651	515	0.86	0.591	Simplexvirus mRNA export factor
K19444	749.83	full	all	1.000000	8	8	533	490	0.57	0.593	Simplexvirus tegument protein VP16
K19445	1551.57	full	all	1.000000	16	9	1656	1244	0.62	0.592	Simplexvirus major viral transcription factor ICP4
K19446	80.67	full	all	1.000000	6	6	113	84	1.10	0.677	Simplexvirus ICP47 protein
K19447	737.90	full	all	1.000000	13	13	593	491	0.63	0.592	Simplexvirus virion host shutoff protein [EC:3.1.27.-]
K19448	1530.33	full	all	1.000000	11	11	1380	1042	0.65	0.588	Simplexvirus ribonucleoside-diphosphate reductase large subunit [EC:1.17.4.1]
K19449	111.00	domain	all	0.959497	382	284	208	111	2.41	0.590	XRE family transcriptional regulator, master regulator for biofilm formation
K19450	1177.53	full	all	1.000000	4	4	912	887	0.55	0.586	Lymphocryptovirus envelope glycoprotein GP350
K19451	1556.80	full	all	1.000000	5	5	707	706	0.42	0.592	Lymphocryptovirus envelope glycoprotein H
K19452	279.20	full	all	1.000000	5	5	137	137	0.43	0.596	Lymphocryptovirus envelope glycoprotein L
K19453	635.60	full	all	1.000000	5	4	278	278	0.40	0.585	Lymphocryptovirus virion egress protein UL7
K19454	1026.83	full	all	1.000000	6	5	507	497	0.45	0.595	Lymphocryptovirus mRNA export factor ICP27
K19455	851.40	full	all	1.000000	6	5	448	430	0.44	0.590	Lymphocryptovirus serine/threonine-protein kinase BGLF4 [EC:2.7.11.1]
K19456	739.60	full	all	1.000000	3	3	511	506	0.49	0.591	Lymphocryptovirus nuclear antigen leader protein
K19457	345.50	full	all	1.000000	5	5	688	535	0.70	0.587	Lymphocryptovirus nuclear antigen 2
K19458	1542.93	full	all	1.000000	3	3	1267	1147	0.58	0.589	Lymphocryptovirus nuclear antigen 6
K19459	358.87	full	all	1.000000	3	3	607	589	0.55	0.589	Lymphocryptovirus latent membrane protein 1
K19460	-	-	-	-	2	2	497	497	0.38	0.586	Lymphocryptovirus latent membrane protein 2A
K19461	643.40	full	all	1.000000	4	4	694	634	0.52	0.592	Lymphocryptovirus nuclear antigen 1
K19462	454.33	full	all	1.000000	5	5	252	246	0.47	0.593	Lymphocryptovirus trans-activator protein BZLF1
K19463	328.70	full	all	1.000000	5	4	191	191	0.46	0.589	Lymphocryptovirus apoptosis regulator BHRF1
K19464	648.43	full	all	0.966159	585	581	8860	1100	4.44	0.590	pleckstrin homology domain-containing family G member 5
K19465	126.97	full	all	1.000000	571	556	2333	465	5.34	0.590	mitochondrial genome maintenance exonuclease 1 [EC:3.1.-.-]
K19466	454.30	domain	all	0.994444	557	541	2368	689	1.75	0.590	ATP-dependent RNA helicase DDX59 [EC:3.6.4.13]
K19467	285.90	domain	all	0.965173	1688	1665	10574	722	4.54	0.590	matrilin
K19469	281.90	full	all	1.000000	406	392	2549	655	1.92	0.590	mRNA N6-methyladenine demethylase [EC:1.14.11.53]
K19470	200.63	domain	all	0.989513	1063	1006	1849	343	3.52	0.590	complement C1q tumor necrosis factor-related protein 1/6/8
K19471	335.67	full	all	0.965361	394	360	1113	368	2.12	0.590	R-spondin 1
K19472	537.53	full	all	0.895591	449	318	1346	371	1.64	0.590	homeobox protein SIX2
K19473	391.37	full	all	0.981954	1296	927	2910	405	1.96	0.590	homeobox protein SIX3/6
K19474	569.53	full	all	0.966480	303	300	2749	916	1.50	0.590	homeobox protein SIX5
K19475	79.33	full	all	0.987608	1221	1178	6760	523	4.87	0.590	WAS/WASL-interacting protein
K19476	141.03	domain	all	0.988836	799	755	2609	392	2.56	0.590	vacuolar protein sorting-associated protein IST1
K19477	966.93	full	trim	0.873792	644	592	2138	788	2.80	0.590	cGMP-dependent protein kinase 2 [EC:2.7.11.12]
K19478	204.03	full	all	0.975530	1324	1101	1830	459	3.78	0.590	dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit MAGT1/TUSC3
K19479	709.30	domain	all	0.969206	529	517	1573	675	1.66	0.591	collagen type X alpha
K19480	1389.40	full	all	0.909089	585	576	4933	1412	2.68	0.589	anoctamin-5
K19481	107.50	full	all	0.992233	381	323	395	149	1.78	0.590	matrix Gla protein
K19482	492.30	domain	all	0.991342	136	114	536	325	0.55	0.589	necdin
K19483	2053.47	full	trim	0.852223	590	587	12017	2070	3.08	0.590	neuron navigator 2 [EC:5.6.2.4]
K19484	533.27	domain	trim	0.814793	459	337	1435	525	1.57	0.590	zinc finger protein PLAG1
K19485	559.83	domain	trim	0.941528	257	223	2641	781	2.15	0.590	zinc finger protein PLAGL1
K19486	669.37	domain	trim	0.821666	518	426	1042	495	1.47	0.590	zinc finger protein PLAGL2
K19487	103.63	domain	all	1.000000	175	172	3757	506	3.65	0.590	transcription factor SFP1
K19488	187.37	domain	trim	0.946083	409	393	1721	379	4.37	0.590	doublesex- and mab-3-related transcription factor 1
K19489	175.30	full	trim	0.983245	612	600	2211	717	5.52	0.590	doublesex- and mab-3-related transcription factor 2
K19490	268.43	domain	all	0.946429	443	433	2177	519	3.68	0.590	doublesex- and mab-3-related transcription factor 3
K19491	255.47	full	all	0.885200	967	925	4338	686	7.27	0.590	doublesex- and mab-3-related transcription factor 4/5
K19492	145.00	domain	trim	0.956545	303	301	1939	424	3.24	0.590	doublesex- and mab-3-related transcription factor 6
K19493	332.57	domain	all	0.985965	151	146	964	518	1.95	0.590	doublesex- and mab-3-related transcription factor 7
K19494	182.07	domain	trim	0.951763	177	147	1317	499	4.23	0.590	doublesex- and mab-3-related transcription factor 8
K19495	96.47	domain	trim	0.995053	654	407	2690	293	2.87	0.590	juxtaposed with another zinc finger protein 1
K19496	1406.50	full	all	0.719918	807	794	6579	1049	1.62	0.590	anoctamin-1
K19497	1610.57	full	all	0.942062	471	466	3899	1087	0.87	0.589	anoctamin-2
K19498	1655.97	full	all	0.958356	389	364	3012	1025	0.92	0.591	anoctamin-3
K19499	1476.37	full	all	0.880509	595	557	5374	1285	2.57	0.590	anoctamin-4
K19500	1462.50	full	all	0.975849	389	378	2337	965	1.32	0.591	anoctamin-6
K19501	1079.07	full	all	0.967189	550	547	6333	1087	1.83	0.591	anoctamin-7
K19502	790.67	full	all	0.988227	689	685	6055	969	1.58	0.590	anoctamin-8
K19503	862.63	full	all	0.981300	490	487	3725	885	1.23	0.591	anoctamin-9
K19504	231.37	domain	trim	0.974741	325	202	474	360	4.93	0.590	glucoselysine-6-phosphate deglycase
K19505	728.53	full	trim	0.939797	322	246	1213	913	2.62	0.590	sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator
K19506	134.10	domain	all	0.761577	319	221	264	141	2.80	0.590	fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-]
K19507	161.10	domain	all	0.944732	502	286	206	156	2.51	0.590	fructoselysine/glucoselysine PTS system EIIB component [EC:2.7.1.-]
K19508	261.70	domain	all	0.753581	406	243	492	260	3.28	0.590	fructoselysine/glucoselysine PTS system EIIC component
K19509	338.30	domain	trim	0.858826	469	288	529	276	2.68	0.590	fructoselysine/glucoselysine PTS system EIID component
K19510	349.87	full	all	0.983860	392	284	443	337	2.47	0.590	fructoselysine-6-phosphate deglycase
K19511	737.83	full	all	0.824140	3029	2995	29455	952	7.29	0.590	peroxidase [EC:1.11.1.7]
K19512	449.43	full	all	0.998390	314	314	2723	1055	2.19	0.589	mastermind-like domain-containing protein 1
K19513	50.17	full	all	0.999483	992	970	9652	1196	7.65	0.590	protein CLEC16A
K19514	93.43	full	all	0.996041	675	630	1545	495	6.49	0.590	renin receptor
K19515	1326.63	full	all	1.000000	14	14	673	668	0.46	0.591	benzoyl-CoA reductase subunit BamB [EC:1.3.-.-]
K19516	309.80	full	all	1.000000	13	13	187	178	0.49	0.591	benzoyl-CoA reductase subunit BamC [EC:1.3.-.-]
K19517	135.63	full	all	1.000000	196	187	897	389	1.62	0.590	1D-myo-inositol 3-kinase [EC:2.7.1.64]
K19518	483.30	full	all	0.971489	314	307	1171	426	1.31	0.590	tribbles homolog 3
K19519	595.47	full	all	0.746760	699	678	8271	655	6.89	0.590	transforming growth factor-beta-induced protein
K19520	139.57	full	all	0.995984	257	253	884	357	3.25	0.590	uroplakin-3a
K19521	726.50	full	trim	0.985948	475	470	2894	945	2.14	0.589	regulatory factor X 6
K19522	689.93	full	all	0.960606	391	357	1265	532	1.34	0.590	membrane transport protein XK
K19523	1472.40	full	all	0.900833	219	216	2240	936	1.23	0.590	carnitine O-palmitoyltransferase 1, muscle isoform [EC:2.3.1.21]
K19524	1263.43	full	all	0.959295	144	141	1497	803	0.73	0.591	carnitine O-palmitoyltransferase 1, brain isoform [EC:2.3.1.21]
K19525	978.53	domain	all	0.957601	1811	1798	35878	3499	10.53	0.590	vacuolar protein sorting-associated protein 13A/C
K19526	244.43	domain	trim	0.997324	563	562	15046	3696	5.04	0.590	vacuolar protein sorting-associated protein 13B
K19527	1015.97	domain	all	0.995814	602	600	15312	4767	3.77	0.590	vacuolar protein sorting-associated protein 13D
K19528	81.33	full	all	0.983005	548	499	1153	321	5.38	0.590	synaptonemal complex protein 3
K19529	177.60	full	trim	0.994502	364	348	4264	1590	4.86	0.590	synaptonemal complex protein 2
K19530	89.83	domain	all	0.986408	1853	1753	5810	778	3.35	0.590	junctophilin
K19531	269.90	full	all	1.000000	605	600	6734	1395	5.85	0.590	codanin-1
K19532	709.73	full	all	0.780556	635	627	3071	672	4.33	0.590	Delta14-sterol reductase (lamin-B receptor) [EC:1.3.1.70]
K19533	156.87	domain	all	0.998628	365	365	2718	1055	4.61	0.590	synaptonemal complex protein 1
K19534	54.83	full	all	0.994034	345	333	2357	571	6.76	0.590	synaptonemal complex central element protein 1
K19535	44.13	full	all	0.995334	338	320	857	255	4.98	0.590	synaptonemal complex central element protein 2
K19536	68.00	full	all	0.989619	362	286	402	165	3.73	0.590	synaptonemal complex central element protein 3
K19537	85.70	full	trim	0.950205	250	211	480	195	4.11	0.590	testis-expressed sequence 12 protein
K19538	265.37	domain	all	0.954484	880	879	27662	2157	9.28	0.590	retinitis pigmentosa 1
K19539	81.80	full	all	0.995694	951	927	6235	882	8.03	0.590	selenocysteine insertion sequence-binding protein 2
K19540	369.53	domain	all	0.864604	187	138	760	444	2.98	0.590	fructoselysine transporter
K19541	959.07	full	all	1.000000	3	3	484	484	0.44	0.588	MFS transporter, DHA2 family, lincomycin resistance protein
K19542	875.07	full	all	1.000000	4	3	571	510	0.46	0.590	MFS transporter, DHA2 family, tetracycline/oxytetracycline resistance protein
K19543	-	-	-	-	1	1	250	250	0.36	0.587	aminoglycoside 3'-phosphotransferase [EC:2.7.1.95]
K19544	-	-	-	-	2	2	269	252	0.45	0.591	aminoglycoside 4'-adenylyltransferase [EC:2.7.7.-]
K19545	116.23	full	all	1.000000	126	101	367	191	1.92	0.590	lincosamide nucleotidyltransferase A/C/D/E
K19546	181.90	full	all	1.000000	83	50	234	201	1.06	0.589	prephenate decarboxylase [EC:4.1.1.100]
K19547	161.03	full	all	0.989899	86	52	275	225	1.86	0.590	3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase [EC:5.3.3.19]
K19548	318.67	domain	all	0.829432	88	62	343	252	1.65	0.589	dihydroanticapsin dehydrogenase [EC:1.1.1.385]
K19549	688.50	full	all	1.000000	62	47	408	399	0.52	0.588	bacilysin biosynthesis transaminase BacF [EC:2.6.1.-]
K19550	388.33	full	all	1.000000	68	43	337	256	0.67	0.590	bacilysin biosynthesis oxidoreductase BacG [EC:1.3.1.-]
K19551	226.13	domain	all	1.000000	78	57	455	228	0.93	0.591	pectate lyase C [EC:4.2.2.2 4.2.2.10]
K19552	745.53	full	all	1.000000	53	24	394	394	0.44	0.592	MFS transporter, DHA3 family, bacilysin exporter BacE
K19553	328.30	full	all	0.926724	389	338	1574	310	2.22	0.590	homeobox protein TGIF2
K19554	234.63	full	all	0.953216	97	91	421	235	1.62	0.590	homeobox protein TGIF2L
K19555	432.23	full	all	1.000000	15	6	353	297	0.59	0.589	LysR family transcriptional regulator, spv operon transcriptional activator
K19556	574.13	full	all	1.000000	14	4	297	255	0.43	0.592	salmonella plasmid virulence protein A
K19557	293.50	full	all	1.000000	16	6	218	216	0.54	0.590	salmonella plasmid virulence protein D
K19558	123.90	full	all	0.972637	467	392	1627	316	3.13	0.590	neuroblastoma suppressor of tumorigenicity 1
K19559	1044.23	domain	trim	0.938628	396	392	4569	1734	0.97	0.589	latent transforming growth factor beta binding protein 1
K19560	173.63	full	all	1.000000	38	37	307	231	1.56	0.591	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K19561	548.17	full	all	1.000000	48	27	307	306	0.48	0.590	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K19562	545.97	full	all	0.993074	300	288	3212	856	1.49	0.589	bifunctional dethiobiotin synthetase / adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:6.3.3.3 2.6.1.62]
K19563	784.47	full	all	0.976366	86	65	738	448	0.56	0.587	lysine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.105]
K19564	326.20	full	all	0.972610	784	772	4098	797	4.90	0.590	choline transport protein
K19565	761.13	full	all	1.000000	8	8	605	562	0.61	0.592	8-amino-7-oxononanoate transporter
K19566	-	-	-	-	1	1	382	382	0.40	0.591	8-demethyltetracenomycin C L-rhamnosyltransferase [EC:2.4.1.331]
K19567	-	-	-	-	1	1	378	378	0.38	0.585	8-demethyl-8-alpha-L-rhamnosyltetracenomycin-C 2'-O-methyltransferase [EC:2.1.1.305]
K19568	-	-	-	-	1	1	390	390	0.37	0.584	8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)tetracenomycin-C 3'-O-methyltransferase [EC:2.1.1.306]
K19569	318.67	full	all	0.185938	11	11	424	257	1.28	0.590	8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase [EC:2.1.1.307]
K19570	-	-	-	-	1	1	295	295	0.39	0.585	8-demethyl-8-(2,3,4-trimethoxy-alpha-L-rhamnosyl)tetracenomycin-C O-methyltransferase [EC:2.1.1.-]
K19571	-	-	-	-	1	1	850	850	0.38	0.592	levopimaradiene/neoabietadiene/copalyl diphosphate synthase [EC:4.2.3.32 4.2.3.132 5.5.1.12]
K19572	258.80	full	trim	0.989816	1184	1168	3563	746	4.51	0.590	adenosine deaminase CECR1 [EC:3.5.4.4]
K19573	50.03	full	trim	0.997606	650	628	3218	416	4.47	0.590	alpha-tubulin N-acetyltransferase 1 [EC:2.3.1.108]
K19574	1497.13	domain	trim	0.755003	483	482	9243	2275	1.49	0.589	obscurin-like protein 1
K19575	135.37	full	all	0.983956	113	94	386	278	3.45	0.590	MerR family transcriptional regulator, activator of bmr gene
K19576	308.03	full	all	0.756756	180	127	985	580	4.27	0.590	MFS transporter, DHA1 family, quinolone resistance protein
K19577	416.33	domain	all	0.764498	6554	5786	3106	464	10.63	0.590	MFS transporter, DHA1 family, inner membrane transport protein
K19578	564.03	full	all	0.960794	107	92	464	390	1.09	0.590	MFS transporter, DHA1 family, multidrug resistance protein
K19579	352.03	full	all	0.988368	385	348	812	318	1.00	0.590	protein N-terminal monomethyltransferase [EC:2.1.1.299]
K19580	544.23	full	all	0.974271	152	140	531	354	1.29	0.590	1,3,6,8-tetrahydroxynaphthalene synthase [EC:2.3.1.233]
K19581	339.07	full	all	0.973063	1348	1178	3275	569	4.46	0.590	lipid phosphate phosphatase-related protein type 1/2/5
K19582	329.50	full	all	0.997314	983	932	4265	865	2.10	0.590	lipid phosphate phosphatase-related protein type 3/4
K19583	584.70	full	all	0.967215	633	615	2108	644	2.18	0.589	putative glycerol kinase 5 [EC:2.7.1.30]
K19584	515.10	domain	all	0.903277	696	618	2830	398	1.87	0.590	protein kinase X [EC:2.7.11.11]
K19585	1808.30	full	all	0.996564	351	295	1160	1051	0.74	0.591	multidrug efflux pump
K19586	504.63	domain	trim	0.661982	606	509	1179	432	4.28	0.590	membrane fusion protein, multidrug efflux system
K19587	106.03	full	all	0.979908	260	172	256	142	1.82	0.590	Rrf2 family transcriptional regulator, repressor of oqxAB
K19588	669.47	domain	all	0.966667	108	93	505	483	0.96	0.589	2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
K19589	159.23	full	all	0.982231	1076	1027	2619	319	4.69	0.590	release factor glutamine methyltransferase [EC:2.1.1.297]
K19590	477.90	full	all	1.000000	23	13	391	344	0.59	0.588	D-arabinose 1-dehydrogenase (NADP+) [EC:1.1.1.427]
K19591	154.17	full	all	0.675749	3616	2894	1439	241	15.40	0.590	MerR family transcriptional regulator, copper efflux regulator
K19592	225.93	full	trim	0.894730	134	70	197	149	0.71	0.590	MerR family transcriptional regulator, gold-responsive activator of gol and ges genes
K19593	696.03	full	all	1.000000	47	36	514	492	0.74	0.588	outer membrane protein, multidrug efflux system
K19594	1928.17	full	all	1.000000	150	98	1084	1058	0.55	0.590	gold/copper resistance efflux pump
K19595	444.43	full	trim	0.923466	163	115	716	390	2.50	0.590	membrane fusion protein, gold/copper resistance efflux system
K19596	796.87	full	all	0.903441	178	177	2431	747	1.66	0.590	inactive serine/threonine-protein kinase PLK5
K19597	1483.77	domain	all	0.767157	176	127	1082	831	0.66	0.592	Au+-exporting ATPase [EC:3.6.1.-]
K19598	426.47	domain	all	0.968701	183	182	1657	666	2.30	0.590	interleukin 27 receptor alpha
K19599	436.93	domain	all	0.922714	209	209	5766	1140	6.71	0.590	cytokine receptor domeless
K19600	138.50	domain	all	0.990829	3289	3143	7457	593	4.07	0.590	tubby and related proteins
K19601	479.20	domain	all	0.884605	481	478	10126	1789	4.15	0.590	protein eyes shut
K19602	491.77	full	all	0.978269	407	400	2716	616	2.25	0.590	ceramide kinase-like protein
K19603	441.13	domain	all	0.958468	748	737	5827	691	3.11	0.590	mitogen-activated protein kinase 15 [EC:2.7.11.24]
K19604	87.93	full	all	0.995541	500	452	1518	310	2.92	0.590	retinitis pigmentosa 9 protein
K19605	289.63	full	all	1.000000	368	368	3210	1077	3.44	0.590	ellis van creveld syndrome protein 1
K19606	573.03	full	trim	0.855925	442	409	1524	500	2.56	0.590	cartilage-associated protein
K19607	314.90	domain	all	0.964970	637	636	9211	882	4.52	0.590	X-linked retinitis pigmentosa GTPase regulator
K19608	440.83	full	all	1.000000	375	374	4314	1290	4.30	0.590	ellis van creveld syndrome protein 2
K19609	429.10	full	all	1.000000	295	254	657	445	1.44	0.590	two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]
K19610	274.70	full	all	0.938491	323	273	496	246	3.15	0.590	two-component system, OmpR family, response regulator PfeR
K19611	446.33	domain	trim	0.857580	1302	1033	3312	980	15.63	0.590	ferric enterobactin receptor
K19612	343.10	full	all	0.984531	672	658	3489	707	4.70	0.590	2',5'-phosphodiesterase [EC:3.1.13.4 3.1.4.-]
K19613	331.90	domain	all	0.778838	950	787	6080	646	9.12	0.590	leucine-rich repeat protein SHOC2
K19614	399.17	domain	all	0.994580	386	368	1100	553	1.47	0.590	pigment epithelium-derived factor
K19615	1447.57	full	all	1.000000	52	48	3731	2292	2.19	0.590	insecticidal toxin
K19616	1653.73	full	all	0.757937	13	13	1836	1067	1.30	0.590	two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]
K19617	615.90	full	all	1.000000	9	9	332	325	0.51	0.586	two-component system, response regulator FitH
K19618	660.13	full	all	1.000000	9	8	305	305	0.43	0.588	LysR family transcriptional regulator, activator of insecticidal toxin
K19619	111.93	full	all	0.968537	1019	990	4291	441	7.95	0.590	tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]
K19620	158.43	full	all	1.000000	168	161	775	419	5.90	0.590	extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein
K19621	392.20	full	trim	0.915773	90	81	623	449	2.34	0.590	two-component system, sensor histidine kinase PhcS [EC:2.7.13.3]
K19622	326.80	full	all	0.924994	94	86	578	370	1.99	0.590	two-component system, response regulator PhcR
K19623	211.87	domain	all	0.915046	100	96	770	329	3.11	0.590	two-component system, probable response regulator PhcQ
K19624	673.27	full	all	1.000000	32	27	364	335	0.47	0.593	LysR family transcriptional regulator, virulence genes transcriptional regulator
K19625	235.90	full	all	0.967875	561	498	1093	413	2.91	0.590	retinaldehyde-binding protein 1
K19626	330.33	domain	all	0.989149	472	465	5060	997	4.41	0.590	inversin
K19627	668.50	domain	all	0.946435	448	427	1288	541	1.44	0.590	S-arrestin
K19628	717.37	full	all	1.000000	28	28	458	407	0.54	0.590	biflaviolin synthase [EC:1.14.19.69]
K19629	-	-	-	-	1	1	476	476	0.39	0.590	4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257]
K19630	-	-	-	-	1	1	252	252	0.40	0.594	4-formylbenzenesulfonate dehydrogenase [EC:1.2.1.62]
K19631	487.90	domain	trim	0.953715	394	325	1149	491	1.20	0.590	mothers against decapentaplegic homolog 7
K19632	-	-	-	-	3	1	283	283	0.37	0.590	CDP-abequose synthase [EC:1.1.1.341]
K19633	725.97	full	all	0.958333	29	29	512	487	0.73	0.590	sorbose reductase [EC:1.1.1.289]
K19634	611.03	full	all	0.435328	11	10	388	309	0.46	0.594	D-galacturonate reductase [EC:1.1.1.365]
K19635	468.37	full	all	0.355821	5	5	417	367	0.80	0.588	L-idonate 5-dehydrogenase [EC:1.1.1.366]
K19636	1202.53	domain	all	0.986144	395	395	13522	5236	2.15	0.590	usherin
K19637	55.23	full	all	1.000000	127	93	176	88	1.59	0.648	progressive rod-cone degeneration protein
K19638	171.13	domain	all	0.996357	567	547	2396	488	1.80	0.590	collagen and calcium-binding EGF domain-containing protein 1
K19639	-	-	-	-	1	1	337	337	0.38	0.585	perakine reductase [EC:1.1.1.317]
K19640	368.10	full	all	1.000000	301	292	1274	585	1.47	0.590	putative two-component system protein, hydrogenase maturation factor HypX/HoxX
K19641	504.10	full	all	0.974512	211	202	892	482	2.35	0.590	two-component system, NtrC family, response regulator HupR/HoxA
K19642	510.07	domain	all	0.947347	112	110	433	319	0.80	0.590	D-galacturonate reductase [EC:1.1.1.365]
K19643	-	-	-	-	2	1	187	187	0.39	0.591	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
K19644	-	-	-	-	8	2	189	189	0.39	0.585	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
K19645	162.87	full	all	1.000000	8	7	82	78	0.56	0.728	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
K19646	816.80	full	all	0.688889	5	4	479	475	0.46	0.586	MFS transporter, DHA2 family, florfenicol/chloramphenicol resistance protein
K19647	359.00	domain	all	0.648810	32	30	341	297	1.89	0.590	2-hydroxymethylglutarate dehydrogenase [EC:1.1.1.291]
K19648	544.67	full	all	0.355556	12	12	385	343	1.38	0.591	D-arabitol-phosphate dehydrogenase [EC:1.1.1.301]
K19649	526.40	full	all	0.962963	16	16	374	362	0.72	0.588	5-exo-hydroxycamphor dehydrogenase [EC:1.1.1.327]
K19650	-	-	-	-	2	2	278	278	0.40	0.592	secoisolariciresinol dehydrogenase [EC:1.1.1.331]
K19651	-	-	-	-	1	1	327	327	0.38	0.585	methylecgonone reductase [EC:1.1.1.334]
K19652	-	-	-	-	1	1	318	318	0.41	0.589	dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+] [EC:1.1.1.344]
K19653	-	-	-	-	2	1	373	373	0.39	0.593	geraniol dehydrogenase (NAD+) [EC:1.1.1.347]
K19654	451.27	full	all	1.000000	6	6	329	307	0.57	0.588	2-dehydropantolactone reductase [EC:1.1.1.358]
K19655	123.40	full	all	0.997849	467	465	3285	607	6.18	0.590	spermatogenesis-associated protein 7
K19656	721.50	full	all	0.999241	661	656	4793	1371	1.94	0.590	intraflagellar transport protein 122
K19657	303.67	full	all	1.000000	429	427	3466	737	2.08	0.590	nephrocystin-1
K19658	390.77	full	all	0.871386	222	214	667	363	2.33	0.590	peroxisomal enoyl-CoA hydratase 2 [EC:4.2.1.119]
K19659	191.93	full	all	1.000000	29	25	144	133	0.65	0.590	enoyl-CoA hydratase [EC:4.2.1.119]
K19660	342.57	full	all	0.969697	40	36	311	261	1.07	0.589	L-arabinose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.376]
K19661	397.60	full	all	0.976896	159	155	1000	455	2.60	0.590	two-component system, NtrC family, sensor histidine kinase HupT/HoxJ [EC:2.7.13.3]
K19662	1368.73	full	all	0.871769	513	423	2019	804	1.03	0.590	classical protein kinase C beta type [EC:2.7.11.13]
K19663	1298.53	full	all	0.934465	304	244	1969	699	0.79	0.591	classical protein kinase C gamma type [EC:2.7.11.13]
K19664	145.00	full	all	1.000000	398	359	469	183	1.69	0.590	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase [EC:2.7.7.67]
K19665	179.07	full	trim	0.920350	225	196	453	224	2.64	0.590	archaetidylserine synthase [EC:2.7.8.38]
K19666	257.87	full	all	0.833848	153	95	436	237	3.91	0.590	LuxR family transcriptional regulator, quorum-sensing system regulator SolR
K19667	413.10	full	all	1.000000	19	14	333	275	0.59	0.592	transcriptional activator of eps genes
K19668	215.70	domain	all	0.992993	525	503	3986	828	4.06	0.590	cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]
K19669	522.50	full	all	0.280610	12	12	293	290	0.61	0.591	phosphonopyruvate hydrolase [EC:3.11.1.3]
K19670	135.67	domain	all	0.995516	390	337	1217	446	3.54	0.590	phosphonoacetate hydrolase [EC:3.11.1.2]
K19671	685.73	full	all	0.993936	676	669	6743	1796	2.82	0.590	WD repeat-containing protein 19
K19672	200.67	domain	all	0.997726	662	658	8234	1649	3.18	0.590	intraflagellar transport protein 140
K19673	1946.50	full	all	0.771950	638	632	5090	1417	2.93	0.589	tetratricopeptide repeat protein 21B
