K00844	HKhexokinase[EC2.7.1.1]
K20642	ARHGAP222425RhoGTPase-activatingprotein22/24/25
K20645	ARHGAP30RhoGTPase-activatingprotein30
K20646	ARHGAP31CDGAPRhoGTPase-activatingprotein31
K20647	ARHGAP32RhoGTPase-activatingprotein32
K17933	ARHGAP33SNX26RhoGTPase-activatingprotein33
K20648	ARHGAP36RhoGTPase-activatingprotein36
K20649	ARHGAP39RhoGTPase-activatingprotein39
K20650	OPHN1ARHGAP41oligophrenin-1
K20651	ARHGAP42GRAF3RhoGTPase-activatingprotein42
K20652	SH3BP1ARHGAP43SH3-domainbindingprotein1
K21067	ARHGAP44RICH2RhoGTPase-activatingprotein44
K26415	ARHGAP45RhoGTPase-activatingprotein45
K20653	GMIPARHGAP46GEMinteractingprotein
K20654	TAGAPARHGAP47T-cellactivationRhoGTPase-activatingprotein
K20655	SYDERhoGTPase-activatingproteinSYDE
K16733	RACGAP1TumRacGTPase-activatingprotein1
K24353	UBXN11UBXdomain-containingprotein11
K20683	ARHGEF38Rhoguaninenucleotideexchangefactor3/8
K20684	ARHGEF5Rhoguaninenucleotideexchangefactor5
K20686	ARHGEF9Rhoguaninenucleotideexchangefactor9
K16727	ARHGEF10Rhoguaninenucleotideexchangefactor10
K20685	MCF2ARHGEF142122guaninenucleotideexchangefactorMCF2
K20687	ARHGEF15Rhoguaninenucleotideexchangefactor15
K20688	ARHGEF16Rhoguaninenucleotideexchangefactor16
K20689	ARHGEF17Rhoguaninenucleotideexchangefactor17
K20691	ARHGEF19WGEFRhoguaninenucleotideexchangefactor19
K20690	ARHGEF25Rhoguaninenucleotideexchangefactor25
K20704	ECT2ARHGEF31proteinECT2
K20705	DNMBPARHGEF36TUBAdynamin-bindingprotein
K20710	ARHGEF37Rhoguaninenucleotideexchangefactor37
K20711	ARHGEF38Rhoguaninenucleotideexchangefactor38
K23798	ARHGEF39Rhoguaninenucleotideexchangefactor39
K24316	ARHGEF40Rhoguaninenucleotideexchangefactor40
K05727	DOCK3dedicatorofcytokinesisprotein3
K17707	DOCK5dedicatorofcytokinesisprotein5
K21852	DOCK678dedicatorofcytokinesisprotein6/7/8
K21853	DOCK91011dedicatorofcytokinesisprotein9/10/11
K12157	UBDFAT10ubiquitinD
K12158	NEDD8ubiquitin-likeproteinNedd8
K12162	UFM1ubiquitin-foldmodifier1
K12163	ZFAND4ANUBL1AN1-typezincfingerprotein4
K13570	pupprokaryoticubiquitin-likeproteinPup
K12164	UBA5UBE1DC1ubiquitin-likemodifier-activatingenzyme5
K10689	PEX4peroxin-4[EC2.3.2.23]
K12165	UFC1ufm1-conjugatingenzyme1
K20803	UBE3Dubiquitin-proteinligaseE3D[EC2.3.2.26]
K22370	AREL1apoptosis-resistantE3ubiquitinproteinligase1[EC2.3.2.26]
K22371	G2H3G2/Mphase-specificE3ubiquitin-proteinligase[EC2.3.2.26]
K12166	HACE1E3ubiquitin-proteinligaseHACE1[EC2.3.2.26]
K12167	HECW1E3ubiquitin-proteinligaseHECW1[EC2.3.2.26]
K12168	HECW2E3ubiquitin-proteinligaseHECW2[EC2.3.2.26]
K12231	HECTD1E3ubiquitin-proteinligaseHECTD1[EC2.3.2.26]
K12232	HECTD2E3ubiquitin-proteinligaseHECTD2[EC2.3.2.26]
K12233	HECTD3E3ubiquitin-proteinligaseHECTD3[EC2.3.2.26]
K17849	HECTD4E3ubiquitin-proteinligaseHECTD4[EC2.3.2.26]
K03874	HECTotherhectdomainubiquitinproteinligaseE3[EC2.3.2.26]
K25839	NDFIPNEDD4family-interactingprotein
K26473	N4BP3NEDD4-bindingprotein3
K10624	RBBP6E3ubiquitin-proteinligaseRBBP6[EC2.3.2.27]
K10696	BRE1E3ubiquitin-proteinligaseBRE1[EC2.3.2.27]
K08742	SIAH2E3ubiquitin-proteinligaseSIAH2[EC2.3.2.27]
K10692	LNX12ligandofNumbproteinX1/2[EC2.3.2.27]
K15682	PDZRN34LNX34ligandofNumbproteinX3/4[EC2.3.2.27]
K10656	MARCH18E3ubiquitin-proteinligaseMARCH1/8[EC2.3.2.27]
K10657	MARCH23E3ubiquitin-proteinligaseMARCH2/3[EC2.3.2.27]
K10658	MARCH3E3ubiquitin-proteinligaseMARCH3[EC2.3.2.27]
K10659	MARCH4911E3ubiquitin-proteinligaseMARCH4/9/11[EC2.3.2.27]
K10662	MARCH7AXOTE3ubiquitin-proteinligaseMARCH7[EC2.3.2.27]
K10665	MARCH10E3ubiquitin-proteinligaseMARCH10[EC2.3.2.27]
K15683	NFXL1OZFPNF-X1-typezincfingerproteinNFXL1
K11964	PELIpellino[EC2.3.2.27]
K11967	ANKIB1ankyrinrepeatandIBRdomain-containingprotein1[EC2.3.2.31]
K11969	ARIH2ariadne-2[EC2.3.2.31]
K11971	RNF14ARA54E3ubiquitin-proteinligaseRNF14[EC2.3.2.31]
K11972	RNF19AE3ubiquitin-proteinligaseRNF19A[EC2.3.2.31]
K11973	RNF19BE3ubiquitin-proteinligaseRNF19B[EC2.3.2.31]
K20804	RNF34E3ubiquitin-proteinligaseRNF34[EC2.3.2.31]
K11975	RNF144E3ubiquitin-proteinligaseRNF144[EC2.3.2.31]
K20779	RNF168E3ubiquitin-proteinligaseRNF168[EC2.3.2.31]
K20805	RNF169E3ubiquitin-proteinligaseRNF169[EC2.3.2.31]
K22157	RNF183E3ubiquitin-proteinligaseRNF183[EC2.3.2.31]
K11976	RNF216TRIAD3E3ubiquitin-proteinligaseRNF216[EC2.3.2.31]
K11977	RNF217IBRDC1E3ubiquitin-proteinligaseRNF217[EC2.3.2.31]
K10646	TRAF7RFWD1E3ubiquitin-proteinligaseTRAF7[EC2.3.2.27]
K10647	TRIM1MID2midline2[EC2.3.2.27]
K11997	TRIM23tripartitemotif-containingprotein2/3
K11998	TRIM4tripartitemotif-containingprotein4[EC2.3.2.27]
K11999	TRIM62234tripartitemotif-containingprotein6/22/34
K12000	TRIM7tripartitemotif-containingprotein7
K12001	TRIM8tripartitemotif-containingprotein8[EC2.3.2.27]
K12002	TRIM10tripartitemotif-containingprotein10
K10650	TRIM11tripartitemotif-containingprotein11[EC2.3.2.27]
K12003	TRIM13tripartitemotif-containingprotein13[EC2.3.2.27]
K12004	TRIM14tripartitemotif-containingprotein14
K12005	TRIM15tripartitemotif-containingprotein15
K12006	TRIM16tripartitemotif-containingprotein16
K12007	TRIM17tripartitemotif-containingprotein17[EC2.3.2.27]
K07963	TRIM23ARFD1tripartitemotif-containingprotein23[EC2.3.2.27]
K12008	TRIM26tripartitemotif-containingprotein26
K12009	TRIM27RFPtripartitemotif-containingprotein27[EC2.3.2.27]
K12010	TRIM29ATDCtripartitemotif-containingprotein29
K12011	TRIM31tripartitemotif-containingprotein31[EC2.3.2.27]
K12012	TRIM35tripartitemotif-containingprotein35
K12014	TRIM38tripartitemotif-containingprotein38[EC2.3.2.27]
K12015	TRIM39tripartitemotif-containingprotein39[EC2.3.2.27]
K12016	TRIM40tripartitemotif-containingprotein40
K12017	TRIM41tripartitemotif-containingprotein41[EC2.3.2.27]
K12019	TRIM43Stripartitemotif-containingprotein43/48/49/64/77
K12020	TRIM44tripartitemotif-containingprotein44
K12021	TRIM45tripartitemotif-containingprotein45
K12022	TRIM46tripartitemotif-containingprotein46
K12023	TRIM47tripartitemotif-containingprotein47
K12024	TRIM507374tripartitemotif-containingprotein50/73/74
K12025	TRIM52tripartitemotif-containingprotein52
K10653	TRIM54MURF3tripartitemotif-containingprotein54
K10654	TRIM55MURF2tripartitemotif-containingprotein55
K12026	TRIM56tripartitemotif-containingprotein56[EC2.3.2.27]
K12027	TRIM58tripartitemotif-containingprotein58[EC2.3.2.27]
K12028	TRIM59tripartitemotif-containingprotein59
K12029	TRIM6061tripartitemotif-containingprotein60/61
K12030	TRIM62tripartitemotif-containingprotein62[EC2.3.2.27]
K10655	TRIM63MURF1tripartitemotif-containingprotein63[EC2.3.2.27]
K12031	TRIM65tripartitemotif-containingprotein65
K12032	TRIM66tripartitemotif-containingprotein66
K12033	TRIM68tripartitemotif-containingprotein68[EC2.3.2.27]
K12034	TRIM69tripartitemotif-containingprotein69[EC2.3.2.27]
K12037	TRIM75tripartitemotif-containingprotein75
K10625	UBR1E3ubiquitin-proteinligaseUBR1[EC2.3.2.27]
K10626	UBR2E3ubiquitin-proteinligaseUBR2[EC2.3.2.27]
K11978	UBR3E3ubiquitin-proteinligaseUBR3[EC2.3.2.27]
K11979	UBR7E3ubiquitin-proteinligaseUBR7[EC2.3.2.27]
K10663	ATL4E3ubiquitin-proteinligaseATL4[EC2.3.2.27]
K10664	ATL6SE3ubiquitin-proteinligaseATL6/9/15/31/42/55[EC2.3.2.27]
K19037	ATL23E3ubiquitin-proteinligaseATL23[EC2.3.2.27]
K19038	ATL41E3ubiquitin-proteinligaseATL41[EC2.3.2.27]
K19039	ATL75859E3ubiquitin-proteinligaseATL7/58/59[EC2.3.2.27]
K19040	ATL76SE3ubiquitin-proteinligaseATL10/75/76/77/78[EC2.3.2.27]
K15684	BFARbifunctionalapoptosisregulator
K10639	CCNB1IP1HEI10E3ubiquitin-proteinligaseCCNP1IP1[EC2.3.2.27]
K10644	CHFRE3ubiquitin-proteinligaseCHFR[EC2.3.2.27]
K22375	DCST1E3ubiquitin-proteinligaseDCST1[EC2.3.2.27]
K22376	KCMF1FIGCE3ubiquitin-proteinligaseKCMF1[EC2.3.2.27]
K15687	MKRNE3ubiquitin-proteinligasemakorin[EC2.3.2.27]
K01931	NEURproteinneuralized[EC2.3.2.27]
K15689	NEURL3LINCRE3ubiquitin-proteinligaseNEURL3[EC2.3.2.27]
K24091	OBI1ORCubiquitinligase1[EC2.3.2.27]
K10633	PJA1E3ubiquitin-proteinligasePraja1[EC2.3.2.27]
K10634	PJA2E3ubiquitin-proteinligasePraja2[EC2.3.2.27]
K10627	RAD18E3ubiquitin-proteinligaseRAD18[EC2.3.2.27]
K15691	RFWD3E3ubiquitin-proteinligaseRFWD3[EC2.3.2.27]
K22651	RNF4E3ubiquitin-proteinligaseRNF4[EC2.3.2.27]
K22753	RNF6E3ubiquitin-proteinligaseRNF6[EC2.3.2.27]
K10667	RNF8E3ubiquitin-proteinligaseRNF8[EC2.3.2.27]
K26979	RNF10E3ubiquitin-proteinligaseRNF10[EC2.3.2.27]
K11980	RNF11E3ubiquitin-proteinligaseRNF11
K16271	RLIMRNF12E3ubiquitin-proteinligaseRLIM[EC2.3.2.27]
K15692	RNF13RZFE3ubiquitin-proteinligaseRNF13[EC2.3.2.27]
K10640	RNF25AO7E3ubiquitin-proteinligaseRNF25[EC2.3.2.27]
K15693	RNF26E3ubiquitin-proteinligaseRNF26[EC2.3.2.27]
K19041	RNF3844E3ubiquitin-proteinligaseRNF38/44[EC2.3.2.27]
K15695	RNF103KF1E3ubiquitin-proteinligaseRNF103[EC2.3.2.27]
K10635	RNF111E3ubiquitin-proteinligaseArkadia[EC2.3.2.27]
K25173	RNF112E3ubiquitin-proteinligaseRNF112[EC2.3.2.27]
K15696	RNF113BRINGfingerprotein113B
K15697	RNF114E3ubiquitin-proteinligaseRNF114[EC2.3.2.27]
K15698	RNF121175RINGfingerprotein121/175
K15699	RNF122RINGfingerprotein122
K12169	KPC1RNF123Kip1ubiquitination-promotingcomplexprotein1[EC2.3.2.27]
K10629	RNF128GRAILE3ubiquitin-proteinligaseRNF128[EC2.3.2.27]
K15701	RNF130GOLIATHE3ubiquitin-proteinligaseRNF130[EC2.3.2.27]
K15702	RNF133E3ubiquitin-proteinligaseRNF133[EC2.3.2.27]
K16272	RNF135E3ubiquitin-proteinligaseRNF135[EC2.3.2.27]
K10668	RNF138E3ubiquitin-proteinligaseRNF138[EC2.3.2.27]
K15703	RNF139TRC8E3ubiquitin-proteinligaseRNF139[EC2.3.2.27]
K23789	RNF145E3ubiquitin-proteinligaseRNF145[EC2.3.2.27]
K15700	RNF146E3ubiquitin-proteinligaseRNF146[EC2.3.2.27]
K15704	RNF149E3ubiquitin-proteinligaseRNF149[EC2.3.2.27]
K25192	RNF157E3ubiquitin-proteinligaseRNF157[EC2.3.2.27]
K17821	RNF165E3ubiquitin-proteinligaseRNF165[EC2.3.2.27]
K17044	RNF166E3ubiquitin-proteinligaseRNF166[EC2.3.2.27]
K15706	RNF167E3ubiquitin-proteinligaseRNF167[EC2.3.2.27]
K15707	RNF170E3ubiquitin-proteinligaseRNF170[EC2.3.2.27]
K15708	RNF180E3ubiquitin-proteinligaseRNF180[EC2.3.2.27]
K22378	RNF181E3ubiquitin-proteinligaseRNF181[EC2.3.2.27]
K11983	RNF182E3ubiquitin-proteinligaseRNF182[EC2.3.2.27]
K25214	RNF186E3ubiquitin-proteinligaseRNF186[EC2.3.2.27]
K15709	RNF187E3ubiquitin-proteinligaseRNF187[EC2.3.2.27]
K22754	RNF213E3ubiquitin-proteinligaseRNF213[EC2.3.2.27]
K25174	RNF220E3ubiquitin-proteinligaseRNF220[EC2.3.2.27]
K22379	RNFT1E3ubiquitin-proteinligaseRNFT1[EC2.3.2.27]
K15710	SHPRHE3ubiquitin-proteinligaseSHPRH[EC5.6.2.-2.3.2.27]
K15711	SMARCA3HLTFSWI/SNF-relatedmatrix-associatedactin-dependentregulatorofchromatinsubfamilyA3[EC5.6.2.2.3.2.27]
K22380	TMEM129E3ubiquitin-proteinligaseTM129[EC2.3.2.27]
K10631	TOPORSE3ubiquitin-proteinligaseTopors[EC2.3.2.27]
K11985	TRAIPTRIPTRAF-interactingprotein[EC2.3.2.27]
K15712	TTC3E3ubiquitin-proteinligaseTTC3[EC2.3.2.27]
K10638	UHRF1NP95E3ubiquitin-proteinligaseUHRF1[EC2.3.2.27]
K15713	UHRF2NIRFE3ubiquitin-proteinligaseUHRF2[EC2.3.2.27]
K23047	UNKLE3ubiquitin-proteinligaseUNKL[EC2.3.2.27]
K22381	ZNF598E3ubiquitin-proteinligaseZNF598[EC2.3.2.27]
K15714	ZNF645E3ubiquitin-proteinligaseZNF645[EC2.3.2.27]
K25175	ZFP91E3ubiquitin-proteinligaseZFP91[EC2.3.2.27]
K10694	ZNRF12E3ubiquitin-proteinligaseZNRF1/2[EC2.3.2.27]
K15715	ZNRF4E3ubiquitin-proteinligaseZNRF4[EC2.3.2.27]
K15716	ZSWIM2E3ubiquitin-proteinligaseZSWIM2[EC2.3.2.27]
K16274	AIP2E3ubiquitin-proteinligaseAIP2[EC2.3.2.27]
K16275	BAHNLAE3ubiquitin-proteinligaseBAH[EC2.3.2.27]
K19045	BBE3ubiquitin-proteinligaseBIGBROTHERandrelatedproteins[EC2.3.2.27]
K16276	K16276BTSzincfingerprotein-likeprotein
K19042	BOIE3ubiquitin-proteinligaseBOIandrelatedproteins[EC2.3.2.27]
K16277	DRIPE3ubiquitin-proteinligaseDRIP[EC2.3.2.27]
K16278	HOS1E3ubiquitin-proteinligaseHOS1[EC2.3.2.27]
K16280	RGLGE3ubiquitin-proteinligaseRGLG[EC2.3.2.27]
K16281	RHA1RING-H2zincfingerproteinRHA1
K16282	RHA2E3ubiquitin-proteinligaseRHA2[EC2.3.2.27]
K19043	RHFE3ubiquitin-proteinligaseRHF[EC2.3.2.27]
K16283	SDIR1E3ubiquitin-proteinligaseSDIR1[EC2.3.2.27]
K16284	SIS3E3ubiquitin-proteinligaseSIS3[EC2.3.2.27]
K19044	XBAT3233E3ubiquitin-proteinligaseXBAT32/33[EC2.3.2.27]
K16285	XERICORING/U-boxdomain-containingprotein[EC2.3.2.27]
K16286	EL5E3ubiquitin-proteinligaseEL5[EC2.3.2.27]
K23788	TUL1FLY12transmembraneE3ubiquitin-proteinligase[EC2.3.2.27]
K25840	AIRP2E3ubiquitin-proteinligaseAIRP2[EC2.3.2.27]
K23787	DMA12E3ubiquitin-proteinligaseDMA1/2[EC2.3.2.27]
K22155	JADE2E3ubiquitin-proteinligaseJade-2[EC2.3.2.27]
K22817	NSMCE1NSE1non-structuralmaintenanceofchromosomeselement1[EC2.3.2.27]
K22756	NSMCE2NSE2E3SUMO-proteinligaseNSE2[EC2.3.2.-]
K25662	RNF212E3SUMO-proteinligaseRNF212[EC2.3.2.-]
K25176	ZNF451E3SUMO-proteinligaseZNF451[EC2.3.2.-]
K22372	HERC56E3ISG15--proteinligase[EC2.3.2.-]
K22755	UFL1E3UFM1-proteinligase1[EC2.3.2.-]
K17822	DCUN1D12DCN1-likeprotein1/2
K17823	DCUN1D3DCN1-likeprotein3
K17824	DCUN1D45DCN1-likeprotein4/5
K10261	FBXW2MD6F-boxandWD-40domainprotein2
K10262	FBXW4SHFM3F-boxandWD-40domainprotein4
K10263	FBXW5F-boxandWD-40domainprotein5
K10265	FBXW9F-boxandWD-40domainprotein9
K10266	FBXW10F-boxandWD-40domainprotein10
K10267	FBXW12SF-boxandWD-40domainprotein12/13/14/15/16/17/19
K10268	FBXL220F-boxandleucine-richrepeatprotein2/20
K10270	FBXL4F-boxandleucine-richrepeatprotein4
K10271	FBXL5F-boxandleucine-richrepeatprotein5
K10272	FBXL6F-boxandleucine-richrepeatprotein6
K10273	FBXL7F-boxandleucine-richrepeatprotein7
K10274	FBXL8F-boxandleucine-richrepeatprotein8
K10275	FBXL9LRRC29F-boxandleucine-richrepeatprotein9
K10278	FBXL12F-boxandleucine-richrepeatprotein12
K10279	FBXL13DRC6dyneinregulatorycomplexsubunit6
K10280	FBXL14F-boxandleucine-richrepeatprotein14
K10281	FBXL15F-boxandleucine-richrepeatprotein15
K10282	FBXL16F-boxandleucine-richrepeatprotein16
K10283	FBXL17F-boxandleucine-richrepeatprotein17
K10284	FBXL18F-boxandleucine-richrepeatprotein18
K10288	FBXL22F-boxandleucine-richrepeatprotein22
K15068	DIA2POF3proteinDIA2
K15069	POF3F-box/TPRrepeatproteinPof3
K10289	CCNFFBXO1F-boxprotein1(cyclinF)
K10290	FBXO3F-boxprotein3
K10293	FBXO7F-boxprotein7
K10294	FBXO8F-boxprotein8
K10295	FBXO9F-boxprotein9
K10296	FBXO10F-boxprotein10
K10297	FBXO11F-boxprotein11
K10298	FBXO15F-boxprotein15
K10299	FBXO16F-boxprotein16
K10101	FBXO17FBXO26F-boxprotein17
K10300	FBH1FBXO18F-boxDNAhelicase1[EC5.6.2.4]
K10301	FBXO21F-boxprotein21
K10303	FBXO23TSPAN17F-boxprotein23
K10304	FBXO24F-boxprotein24
K10102	FBXO27F-boxprotein27
K10306	FBXO28F-boxprotein28
K10307	FBXO30F-boxprotein30
K10308	FBXO31F-boxprotein31
K10310	FBXO33F-boxprotein33
K10311	FBXO34F-boxprotein34
K10312	FBXO36F-boxprotein36
K10313	FBXO38MOKAF-boxprotein38
K10314	FBXO39F-boxprotein39
K10315	FBXO40F-boxprotein40
K10316	FBXO41F-boxprotein41
K10317	FBXO42F-boxprotein42
K10103	FBXO44F-boxprotein44
K10319	FBXO45F-boxprotein45
K10320	FBXO46F-boxprotein46
K10321	FBXO47F-boxprotein47
K12117	LKP2LOVkelchprotein2
K15070	MDM30mitochondrialdistributionandmorphologyprotein30
K15071	RCY1POF6recyclin-1
K15072	SAF1SCF-associatedfactor1
K15073	UFO1ubiquitinligasecomplexF-boxproteinUFO1
K10348	LRR1PPIL5LRR-repeatprotein1
K25805	FEM1ACproteinfem-1homologA/C
K10349	FEM1Bproteinfem-1homologB
K25806	APPBP2amyloidprotein-bindingprotein2
K25807	KLHDC2kelchdomain-containingprotein2
K25808	KLHDC3kelchdomain-containingprotein3
K25809	KLHDC10kelchdomain-containingprotein10
K10350	ZYG11Zyg-11protein
K25207	ZSWIM8zincfingerSWIMdomain-containingprotein8
K10442	KLHL145kelch-likeprotein1/4/5
K10443	KLHL23kelch-likeprotein2/3
K10444	KLHL6kelch-likeprotein6
K10445	KLHL7kelch-likeprotein7
K10446	KLHL8kelch-likeprotein8
K10448	KLHL10kelch-likeprotein10
K10449	KLHL11kelch-likeprotein11
K10450	KLHL12C3IP1kelch-likeprotein12
K10451	KLHL14kelch-likeprotein14
K10452	KLHL15kelch-likeprotein15
K10453	KLHL16GANkelch-likeprotein16(gigaxonin)
K10454	KLHL17kelch-likeprotein17(actinfilin)
K10455	KLHL18kelch-likeprotein18
K10457	KLHL20KLEIPkelch-likeprotein20
K10458	KLHL21kelch-likeprotein21
K10459	KLHL22KELCHLkelch-likeprotein22
K10460	KLHL23kelch-likeprotein23
K10461	KLHL2435kelch-likeprotein24/35
K10462	KLHL2537ENC1ENC2kelch-likeprotein25/37(ectoderm-neuralcortexprotein)
K10463	KLHL26kelch-likeprotein26
K13956	IPPKLHL27actin-bindingproteinIPP
K10464	KLHL28kelch-likeprotein28
K10465	KLHL29KBTBD9kelch-likeprotein29
K10466	KLHL30kelch-likeprotein30
K10467	KLHL31kelch-likeprotein31
K10468	KLHL32kelch-likeprotein32
K13957	KLHL33kelch-likeprotein33
K10469	KLHL34kelch-likeprotein34
K13958	KLHL36kelch-likeprotein36
K13959	KLHL38kelch-likeprotein38
K10470	KBTBD2kelchrepeatandBTBdomain-containingprotein2
K10471	KBTBD3kelchrepeatandBTBdomain-containingprotein3
K10472	KBTBD4kelchrepeatandBTBdomain-containingprotein4
K10473	KBTBD510kelchrepeatandBTBdomain-containingprotein5/10
K10474	KBTBD67kelchrepeatandBTBdomain-containingprotein6/7
K10475	KBTBD8kelchrepeatandBTBdomain-containingprotein8
K10476	KBTBD11kelchrepeatandBTBdomain-containingprotein11
K21912	KBTBD12kelchrepeatandBTBdomain-containingprotein12
K21913	KBTBD13kelchrepeatandBTBdomain-containingprotein13
K10477	BTBD12BTB/POZdomain-containingprotein1/2
K10478	BTBD36BTB/POZdomain-containingprotein3/6
K10479	BTBD7BTB/POZdomain-containingprotein7
K10480	BTBD8BTB/POZdomain-containingprotein8
K10481	BTBD9BTB/POZdomain-containingprotein9
K10482	BTBD10BTB/POZdomain-containingprotein10
K10483	BTBD11BTB/POZdomain-containingprotein11
K10485	BTBD13GMCL1GCLBTB/POZdomain-containingprotein13(germcell-lessprotein-like1)
K10486	BTBD14BTB/POZdomain-containingprotein14
K10487	BTBD16BTB/POZdomain-containingprotein16
K10520	ABTB1BPOZankyrinrepeatandBTB/POZdomain-containingprotein1
K10521	ABTB2ankyrinrepeatandBTB/POZdomain-containingprotein2
K07869	RHOBTB3Rho-relatedBTBdomain-containingprotein3
K15074	BACURDBTB/POZdomain-containingadapterforCUL3-mediatedRhoAdegradationprotein
K21754	KCTD115BTB/POZdomain-containingproteinKCTD1/15
K21914	KCTD2517BTB/POZdomain-containingproteinKCTD2/5/17
K21915	KCTD3BTB/POZdomain-containingproteinKCTD3
K21916	KCTD6BTB/POZdomain-containingproteinKCTD6
K21917	KCTD714BTB/POZdomain-containingproteinKCTD7/14
K21918	KCTD81216BTB/POZdomain-containingproteinKCTD8/12/16
K21919	KCTD9BTB/POZdomain-containingproteinKCTD9
K21920	KCTD11BTB/POZdomain-containingproteinKCTD11[EC2.3.2.27]
K21921	KCTD18BTB/POZdomain-containingproteinKCTD18
K21922	KCTD21BTB/POZdomain-containingproteinKCTD21
K23330	LZTR1leucine-zipper-liketranscriptionalregulator1
K11792	DDA1DET1-andDDB1-associatedprotein1
K11793	CRBNcereblon
K11794	IFRG15IFRG15protein
K11790	DTLCDT2DCAF2denticleless
K11799	DCAF4DDB1-andCUL4-associatedfactor4
K11800	DCAF5BCRP2DDB1-andCUL4-associatedfactor5
K11795	DCAF6IQWD1NRIPARCAPDDB1-andCUL4-associatedfactor6
K11804	DCAF8DDB1-andCUL4-associatedfactor8
K11807	WDTC1DCAF9WDandtetratricopeptiderepeatsprotein1
K11802	DCAF10DDB1-andCUL4-associatedfactor10
K11801	DCAF11DDB1-andCUL4-associatedfactor11
K11803	DCAF12DDB1-andCUL4-associatedfactor12
K11797	PHIPDCAF14PH-interactingprotein
K11791	DCAF15DDB1-andCUL4-associatedfactor15
K23626	DCAF16DDB1-andCUL4-associatedfactor16
K23331	DCAF17DDB1-andCUL4-associatedfactor17
K11798	BRWD13bromodomainandWDrepeatdomaincontainingprotein1/3
K22382	WDR26WDrepeat-containingprotein26
K24752	WDR70WDrepeat-containingprotein70
K24755	WDR76CMR1WDrepeat-containingprotein76
K10323	ASB1ankyrinrepeatandSOCSboxprotein1
K10324	ASB2ankyrinrepeatandSOCSboxprotein2
K10325	ASB3ankyrinrepeatandSOCSboxprotein3
K10326	ASB4ankyrinrepeatandSOCSboxprotein4
K10327	ASB5ankyrinrepeatandSOCSboxprotein5
K10328	ASB6ankyrinrepeatandSOCSboxprotein6
K10329	ASB7ankyrinrepeatandSOCSboxprotein7
K10330	ASB8ankyrinrepeatandSOCSboxprotein8
K10331	ASB9ankyrinrepeatandSOCSboxprotein9
K10332	ASB10ankyrinrepeatandSOCSboxprotein10
K10333	ASB11ankyrinrepeatandSOCSboxprotein11
K10334	ASB12ankyrinrepeatandSOCSboxprotein12
K10335	ASB13ankyrinrepeatandSOCSboxprotein13
K10336	ASB14ankyrinrepeatandSOCSboxprotein14
K10337	ASB15ankyrinrepeatandSOCSboxprotein15
K10338	ASB16ankyrinrepeatandSOCSboxprotein16
K10339	ASB17ankyrinrepeatandSOCSboxprotein17
K10340	ASB18ankyrinrepeatandSOCSboxprotein18
K10341	WSB1WDrepeatandSOCSbox-containingprotein1
K10342	WSB2WDrepeatandSOCSbox-containingprotein2
K10343	SPSB14SSB1SSB4SPRYdomain-containingSOCSboxprotein1/4
K10344	SPSB2SSB2SPRYdomain-containingSOCSboxprotein2
K10345	SPSB3SSB3SPRYdomain-containingSOCSboxprotein3
K07928	RAB40Ras-relatedproteinRab-40
K10347	LRRC41MUF1leucine-richrepeat-containingprotein41
K23332	RSPRY1RINGfingerandSPRYdomain-containingprotein1
K25208	ANKRD9ankyrinrepeatdomain-containingprotein9
K25810	KLHDC1kelchdomain-containingprotein1
K26124	RTT101CUL8cullin8
K26123	MMS1E3ubiquitin-proteinligaselinkerproteinMMS1
K26122	MMS22E3ubiquitin-proteinligasesubstratereceptorMMS22
K11970	CUL9PARCcullin9
K12174	KPC2UBAC1Kip1ubiquitination-promotingcomplexprotein2
K23333	RMND5E3ubiquitin-proteintransferaseRMND5[EC2.3.2.27]
K23334	RANBP910RANBPMRan-bindingprotein9/10
K23336	ARMC8armadillorepeat-containingprotein8
K23337	MKLN1muskelin
K18624	MAEAEMPmacrophageerythroblastattacher
K23335	GID4glucose-induceddegradationprotein4
K23338	GID8glucose-induceddegradationprotein8
K23339	YPEL5proteinyippee-like5
K23340	TMUBtransmembraneandubiquitin-likedomain-containingprotein
K23341	ERLINerlin
K25215	LMBR1LproteinLMBR1L
K25216	UBAC2ubiquitin-associateddomain-containingprotein2
K22645	SLX5E3ubiquitin-proteinligasecomplexSLX5-SLX8subunitSLX5[EC2.3.2.27]
K22646	SLX8E3ubiquitin-proteinligasecomplexSLX5-SLX8subunitSLX8[EC2.3.2.27]
K17263	CAND1TIP120Acullin-associatedNEDD8-dissociatedprotein1
K24172	CAND2TIP120Bcullin-associatedNEDD8-dissociatedprotein2
K22557	COMMD1MURR1COMMdomaincontaining1
K22558	COMMD2COMMdomaincontaining2
K22559	COMMD3BUPCOMMdomaincontaining3
K22560	COMMD4COMMdomaincontaining4
K22561	COMMD5HCARGCOMMdomaincontaining5
K22562	COMMD6COMMdomaincontaining6
K22563	COMMD7COMMdomaincontaining7
K22564	COMMD8COMMdomaincontaining8
K22565	COMMD9COMMdomaincontaining9
K22566	COMMD10COMMdomaincontaining10
K23344	DDRGK1DDRGKdomain-containingprotein1
K15046	IVNS1ABPNS1BPinfluenzavirusNS1A-bindingprotein
K24350	UBXN7UBXdomain-containingprotein7
K26163	PACRGparkincoregulatedgeneprotein
K26545	UBAP2ubiquitin-associatedprotein2
K26546	DlishSH3domain-containingproteinDlish
